-1.18,1.17
0.72,1.2
0.09,1.08
-0.25,0.38
-0.74,-0.59
1.11,-0.96
-1.25,-0.9
1.26,-1.4
0.27,0.16
0.83,1.25
0.42,-0.75
-0.69,-1.33
0.53,-0.18
1.47,0.98
1.30,-0.53
0.77,1.37
0.18,0.4
1.31,0.25
0.18,1.06
0.80,-0.69
0.21,0.6
1.44,-0.59
-1.34,0.97
0.93,0.58
-0.32,1.29
-1.05,-0.03
-0.59,-0.06
0.67,-0.2
0.42,0.92
0.31,0.29
-5.00,0.48
-4.50,2.519449472
-4.00,2.85
-3.50,3.610714214
-3.00,4.24
-2.50,4.400127019
-2.00,4.182575695
-1.50,4.669696007
-1.00,5.318979486
-0.50,5.314937186
0.00,4.71
0.50,5.124937186
1.00,4.498979486
1.50,5.049696007
2.00,5.062575695
2.50,4.430127019
3.00,3.83
3.50,3.110714214
4.00,2.74
4.50,2.469449472
5.00,-0.3
-5.00,-0.29
-4.50,-2.649449472
-4.00,-3.17
-3.50,-3.930714214
-3.00,-3.79
-2.50,-4.600127019
-2.00,-4.892575695
-1.50,-5.099696007
-1.00,-5.128979486
-0.50,-4.934937186
0.00,-4.78
0.50,-4.564937186
1.00,-5.018979486
1.50,-4.499696007
2.00,-4.882575695
2.50,-4.160127019
3.00,-4.23
3.50,-3.400714214
4.00,-3.37
4.50,-1.879449472
5.00,0.38
-5.00,-0.33
-4.50,2.129449472
-4.00,3.46
-3.50,3.280714214
-3.00,4.32
-2.50,4.390127019
-2.00,4.722575695
-1.50,4.639696007
-1.00,4.758979486
-0.50,5.094937186
0.00,4.99
0.50,5.214937186
1.00,4.618979486
1.50,4.459696007
2.00,4.402575695
2.50,4.670127019
3.00,4.34
3.50,3.300714214
-8.00,0.14
-7.50,2.673882181
-7.00,4.292983346
-6.50,4.983689527
-6.00,5.041502622
-5.50,5.309475019
-5.00,6.344997998
-4.50,6.394378278
-4.00,6.80820323
-3.50,6.763747285
-3.00,7.706198487
-2.50,7.469342077
-2.00,7.835966692
-1.50,7.958116823
-1.00,7.837253933
-0.50,7.844359711
0.00,8.16
0.50,8.334359711
1.00,7.537253933
1.50,8.068116823
2.00,7.365966692
2.50,7.929342077
3.00,7.856198487
3.50,7.273747285
4.00,7.05820323
4.50,6.304378278
5.00,5.934997998
5.50,6.189475019
6.00,5.321502622
6.50,5.013689527
7.00,3.692983346
7.50,3.053882181
8.00,0.34
-8.00,-0.41
-7.50,-2.503882181
-7.00,-3.882983346
-6.50,-4.963689527
-6.00,-5.001502622
-5.50,-5.539475019
-5.00,-5.754997998
-4.50,-6.154378278
-4.00,-7.28820323
-3.50,-7.173747285
-3.00,-7.776198487
-2.50,-7.579342077
-2.00,-7.885966692
-1.50,-8.078116823
-1.00,-7.697253933
-0.50,-8.174359711
0.00,-7.57
0.50,-7.504359711
1.00,-8.397253933
1.50,-7.558116823
2.00,-7.535966692
2.50,-7.479342077
3.00,-7.916198487
3.50,-6.703747285
4.00,-7.20820323
4.50,-6.834378278
5.00,-6.634997998
5.50,-6.069475019
6.00,-5.261502622
6.50,-4.193689527
7.00,-4.092983346
7.50,-3.023882181
8.00,-0.26
